ID,Arrondissement,Nom_parc_lieu,Proximite_jeux_repere,Intersection,Etat,Remarques,Precision_localisation,X,Y,Latitude,Longitude
178,Le Sud-Ouest,Place Roland-Proulx,,rue du Square-Sir-Georges-Étienne-Cartier/rue Saint-Ambroise,,,orthophotographies,298200.12,5036946.93,45.4724179838495,-73.5844099682367
179,Le Sud-Ouest,Herb-Trawick,,rue Notre-DAme Ouest/rue Saint-Martin,,,orthophotographies,299388.86,5038766.74,45.4888036927982,-73.5692264965382
180,Le Sud-Ouest,Carré d'Hibernia,,rue Grand Trunk/rue Laprairie,,,orthophotographies,299776.76,5037679.41,45.47902230252,-73.5642528439406
181,Le Sud-Ouest,D'Argenson,baseball,rue du Centre/ave Atwater,,,orthophotographies,299163.94,5037395.82,45.4764657502313,-73.5720882355495
182,Le Sud-Ouest,Le Ber,,ave Ash/rue Le Ber,,,orthophotographies,300514.32,5037536.68,45.4777428686637,-73.5548173880031
183,Le Sud-Ouest,Le Ber,,ave Ash/rue Le Ber,,,orthophotographies,300637.65,5037581.14,45.4781436865964,-73.5532402728631
184,Le Sud-Ouest,Atwater / Saint-Charles,,rue Saint-Charles/rue Thomas-Keefer,,,orthophotographies,299058.53,5037507.25,45.4774675902691,-73.5734377874211
185,Le Sud-Ouest,Saint-Gabriel,,rue Charlevoix/rue Grand Trunk,,,orthophotographies,299541.86,5037533.45,45.4777071572516,-73.5672559124382
186,Le Sud-Ouest,Campbell-Ouest ou parc Oscar-Peterson,,rue Quesnel/rue Chatham,,,orthophotographies,299001.59,5038785.97,45.488973622905,-73.57418119232
187,Le Sud-Ouest,Clifford,,boul. de la Vérendrye/rue Raudot,,,orthophotographies,297838.03,5034438.05,45.4498383470737,-73.5890054278174
188,Le Sud-Ouest,des Métallos,,rue Jacques-Hertel/rue Mazzarin,,,orthophotographies,296843.51,5035393.38,45.4584242631163,-73.6017353229602
189,Le Sud-Ouest,Garneau,,boul. Monk/rue du Parc-Garneau,,,orthophotographies,297383.74,5035089.32,45.4556941253771,-73.594823118893
190,Le Sud-Ouest,Springland,,rue Springland/boul. De La Vérendrye,,,orthophotographies,298285.06,5034917.61,45.4541579786506,-73.5832967233019
191,LaSalle,Albert-Perras,,rue Perras/rue Jean-Chevalier,,,orthophotographies,296051.29,5032771.09,45.4348181093229,-73.6118183619702
192,LaSalle,Boivin,,rue de Cabano/rue de Percé,,,orthophotographies,294369.41,5031013.62,45.4189804032321,-73.6332774068654
193,LaSalle,Chevalier-De Lasalle,tennis,80e avenue/rue de Matane,,,orthophotographies,293995.44,5031003.72,45.4188856422998,-73.6380555972055
194,LaSalle,Chevalier-De Lasalle,soccer,,,,localisation approx.,293759.41,5031011.19,45.4189491764593,-73.641071636068
195,LaSalle,Centre sportif Dollard St-Laurent,jeux d'eau,,,,localisation approx.,294740.34,5031299.95,45.4215623865836,-73.6285436881101
196,LaSalle,Christophe-Colomb,jeux,rue David-Boyer/rue Réjane,,,orthophotographies,294845.57,5032265.77,45.4302548521999,-73.6272185684087
197,LaSalle,Dalmany,jeux,rue Dalmany/avenue Stirling,,,orthophotographies,292363.69,5032181.78,45.4294593367135,-73.6589350007125
198,LaSalle,Hayward,jeux,rue Hayward,,,localisation approx.,293147.81,5031448.4,45.4228735048441,-73.6488966975097
199,LaSalle,Hébert,jeux,rue Beyries/66e avenue,,accès par la ruelle?,localisation approx.,294883.01,5031086.94,45.4196476449072,-73.626716348459
200,LaSalle,J.-D.-Ducharme,,rue rancourt/rue Daoust,,,orthophotographies,295055.28,5031972.51,45.4276188979357,-73.6245326578798
201,LaSalle,Leduc,,rue Béique/rue Paquette,,,localisation approx.,294421.61,5032020.41,45.4280408115092,-73.6326316324772
202,LaSalle,Jeannotte,jeux,rue Clément/rue Trudeau,,,orthophotographies,293853.21,5032476.16,45.4321332210644,-73.6399056652547
203,LaSalle,Lacharité,softball,ave Latour/boul LaSalle,,,orthophotographies,295140.7,5030701.39,45.4161818615722,-73.6234161119836
204,LaSalle,Lasalle-Nord,jeux,rue Chouinard/rue Lapierre,,,orthophotographies,295603.69,5033082.97,45.4376188232935,-73.6175450084565
205,LaSalle,Lawrence,jeux,66e ave/rue Beyries,,,orthophotographies,294899.52,5030912.86,45.4180814126424,-73.6265018911661
206,LaSalle,Lefebvre,jeux,rue Cordner/rue Hardy,,,orthophotographies,294262.68,5033103.59,45.4377854480139,-73.634685870491
207,LaSalle,Leroux,soccer,rue Centrale/ave Alepin,,,orthophotographies,297340.53,5032701.78,45.4342093635957,-73.5953393982553
208,LaSalle,Leroux,jeux,rue Centrale/ave Alepin,,,orthophotographies,297246.34,5032737.3,45.434527980104,-73.5965437828214
209,LaSalle,Louis-Marie-Gagnon,jeux,rue des Oblats/rue Airlie,,,orthophotographies,292688.44,5031803.23,45.4260586476609,-73.6547754286876
210,LaSalle,G.-Melatti,jeux,rue Melatti,,,orthophotographies,296284.6,5032523.35,45.4325916952546,-73.6088321180635
211,LaSalle,Mohawk,,rue Dalmany/ave Highlands,,,orthophotographies,292537.14,5032192.91,45.4295625529705,-73.6567186097983
212,LaSalle,Ouellette,baseball,rue Giguère,,,orthophotographies,295242.48,5032626.29,45.4335045364018,-73.6221530305267
213,LaSalle,Ouellette,piscine,rue Robert/rue Charbonneau,,accès restreint,orthophotographies,295323.19,5032569.29,45.4329927192033,-73.621120394966
214,LaSalle,Paul-Séguin,jeux,rue Raymond/30e ave,,,orthophotographies,295938.88,5031631.39,45.4245610706648,-73.6132345770209
215,LaSalle,Raymond,soccer,boul. Bishop-Power/rue Centrale,,,orthophotographies,296801.27,5031975.82,45.427670830128,-73.602219870511
216,LaSalle,Riverside,jeux,35e ave/ave Vachon,,,orthophotographies,295964.66,5031092.18,45.4197092936004,-73.6128954691008
217,LaSalle,Riverside,mini-soccer,35e ave/ave Vachon,,,orthophotographies,295882.97,5031186.57,45.4205576296981,-73.613940987062
218,Outremont,Beaubien,jeux,ave Stuart/ave Saint-Viateur,,,orthophotographies,296382.72,5041768.37,45.5157838258671,-73.6077364834767
219,Outremont,Beaubien,étang,ave Stuart/ave Saint-Viateur,,,orthophotographies,296282.46,5041763.3,45.5157369865025,-73.6090196650693
220,Outremont,parc canin,,ave McEachran/ave du Manoir,,,orthophotographies,295365.47,5042234.2,45.5199625225131,-73.6207656541679
221,Outremont,F.-X.-Garneau,,place Elmwood/ave Outremont,,,orthophotographies,296598.14,5041853.27,45.5165503567389,-73.6049806530182
222,Outremont,John-F. Kennedy,piscine,ave Ducharme/ave Wiseman,,accès restreint,orthophotographies,295715,5042412.3,45.5215697770223,-73.6162948452321
223,Outremont,Joyce,jeux,ave Lajoie/ave Antonine-maillet,,,orthophotographies,295789.34,5041713.79,45.5152852780852,-73.6153303978899
224,Outremont,Joyce,chalet,ave Lajoie/ave Antonine-maillet,,,orthophotographies,295849.54,5041675.17,45.5149385354707,-73.6145591747501
225,Outremont,Joyce,tennis,ave Lajoie/ave Antonine-maillet,,,orthophotographies,295828.78,5041698.01,45.5151437919886,-73.6148253046165
226,Outremont,d'Oakwood,tennis,ave Roskilde/ave Springgrove,,,orthophotographies,296934.68,5041487.19,45.5132601008522,-73.6006672038924
227,Outremont,Pratt,étang,ave Van Horne/ave Dunlop,,,orthophotographies,295454.06,5041656.92,45.5147691263294,-73.6196206633243
228,Outremont,Raoul-Dandurand,,ave Van Horne/boul Dollard,,Parc Stanislas,orthophotographies,295728.64,5042090.95,45.5186783237126,-73.61611429535
229,Outremont,Saint-Viateur,jeux,ave Querbes/ave Bernard,,,orthophotographies,296509.47,5042301.73,45.5205847261625,-73.6061231785313
230,Outremont,Saint-Viateur,tennis #3,ave Querbes/ave Bernard,,accès restreint,orthophotographies,296492.98,5042332.05,45.5208573609582,-73.6063347728387
231,Outremont,Saint-Viateur,tennis #4,ave Querbes/ave Bernard,,accès restreint,orthophotographies,296475.12,5042343.39,45.5209591896189,-73.6065635836433
232,Outremont,CCI,,ave McEachran/ave du Manoir,,Centre Communautaire Intergénérationnel,orthophotographies,295418.66,5042238.63,45.5200031031151,-73.6200848877841
233,Plateau-Mont-Royal,des Açores (ou Hôtel-de-Ville),jeux,ave de l'Hôtel-de-Ville/rue Rachel Est,,,orthophotographies,298592.36,5042162.19,45.5193507480139,-73.579459345197
234,Plateau-Mont-Royal,Albert-Saint-Martin,jeux,rue Berri/rue De Bienville,,,orthophotographies,298296.79,5042867.68,45.5256963277821,-73.5832520737098
235,Plateau-Mont-Royal,Alphonse-Télésphore-Lépine,,ave De Gaspé/ave Fairmount Est,,,orthophotographies,297556.33,5042893.51,45.5259214543915,-73.5927315825684
236,Plateau-Mont-Royal,des Amériques,,boul Saint-Laurent/rue Rachel Est,,,orthophotographies,298407.4,5042041.99,45.5182674694248,-73.5818253093539
237,Plateau-Mont-Royal,Baldwin,,rue Fullum/rue Marie-Anne Est,,,localisation approx.,299636.36,5044081.49,45.5366298617974,-73.5661161238705
238,Plateau-Mont-Royal,Baldwin,,rue Fullum/rue Marie-Anne Est,,,localisation approx.,299513.4,5044132.92,45.5370917259121,-73.5676910787635
239,Plateau-Mont-Royal,De Bullion,,rue De Bullion/rue Prince-Arthur Est,,,orthophotographies,299176.16,5041778.11,45.5158995961116,-73.5719821586527
240,Plateau-Mont-Royal,des Compagnons-de-Saint-Laurent,,ave du Mont-Royal Est/rue Cartier,,,orthophotographies,299088.8,5043765.81,45.5337849827221,-73.5731234880642
241,Plateau-Mont-Royal,Devonshire,,rue Sewell/ave des Pins Ouest,,,orthophotographies,298845.98,5041644.63,45.5146957480695,-73.5762066620594
242,Plateau-Mont-Royal,Drolet / Rachel,,rue Drolet/rue Rachel Est,,,orthophotographies,298550.93,5042425.63,45.5217209147616,-73.579993018156
243,Plateau-Mont-Royal,Gilles-Lefebvre,jeux d'eau,ave Henri-Julien/ave du Mont-Royal Est,,,orthophotographies,298215.56,5042605.74,45.5233385278252,-73.5842884338337
244,Plateau-Mont-Royal,Jean-Jacques-Olier,,rue Drolet/ave Duluth Est,,,orthophotographies,298901.35,5042199.65,45.5196905106462,-73.575504650277
245,Plateau-Mont-Royal,de la Bolduc,,rue Rachel Est/rue Rivard,,,orthophotographies,298753.36,5042497.68,45.5223710340807,-73.5774026461476
246,Plateau-Mont-Royal,Lahaie,,ave Laurier Est/rue saint-Dominique,,,orthophotographies,297618.64,5042600.23,45.5232830529216,-73.5919296087411
247,Plateau-Mont-Royal,Laval,,ave Laval/rue du Square-Saint-Louis,,,orthophotographies,299176.24,5041892.17,45.5169259544878,-73.5719824432553
248,Plateau-Mont-Royal,Lhasa-de-Sela (Clark),,rue Clark/rue Saint-Urbain,,,orthophotographies,296614.15,5043055.9,45.5273722729354,-73.6047958203969
249,Plateau-Mont-Royal,Louis-Reitman,,rue saint-Dominique/rue Roy Est,,,orthophotographies,298867.17,5041789.34,45.5159980875607,-73.5759371986965
250,Plateau-Mont-Royal,du Portugal,,boul Saint-Laurent/rue Marie-Anne Est,,,orthophotographies,298268.08,5042151.33,45.519250062716,-73.5836100612599
260,Plateau-Mont-Royal,Saint-Pierre-Claver,,rue Fullum/rue Gilford,,,orthophotographies,299043.35,5044416.59,45.5396405676612,-73.5737130584536
261,Plateau-Mont-Royal,Thérèse-Daviau (Roy/Rivard),,rue Roy Est/rue Rivard,,,orthophotographies,299166.31,5042247.58,45.5201239951802,-73.572113629292
262,Plateau-Mont-Royal,University Settlement,,rue Clark/rue Milton,,,orthophotographies,299194.68,5041412.88,45.5126132576154,-73.5717409367901
263,Plateau-Mont-Royal,Palomino Brin D'Amour (Villeneuve),,ave Henri-Julien/rue Gilford,,,orthophotographies,298098.68,5042684.6,45.5240470268704,-73.5857857095901
264,Rivière-des-Prairies–Pointe-aux-Trembles,Centre récréatif RDP,tennis,ave Fernand-Gauthier/boul Maurice-Duplessis,,accès restreint,orthophotographies,297413.61,5054079.38,45.6265737945856,-73.5947277283662
265,Rivière-des-Prairies–Pointe-aux-Trembles,École Bosco-Ville,privé,10950 boul Perras,,accès restreint/terrain privé,localisation approx.,301385.43,5058447.59,45.665910706859,-73.5438212615417
266,Rivière-des-Prairies–Pointe-aux-Trembles,Jean-Jacques-Rousseau,jardins communautaires,rue La Galissionnière/rue des Philosophes,,Jardin commun. Les Arpents Verts/accès restreint,orthophotographies,300911.49,5057959.4,45.6615153940499,-73.5498997179818
267,Rivière-des-Prairies–Pointe-aux-Trembles,Jardin commun. Les Deux Sapins,jardins communautaires,89e ave/boul Perras,,accès restreint,orthophotographies,301723.08,5059203.33,45.6727125600457,-73.5394927761062
268,Rivière-des-Prairies–Pointe-aux-Trembles,Albéric-Bourgeois,,ave André-Ampère/25e ave,,,orthophotographies,297802.1,5055260.25,45.637203539682,-73.5897624542843
269,Rivière-des-Prairies–Pointe-aux-Trembles,André-Corbeil-Dit_Tranchemontagne,,boul Gouin Est/26e ave,,,orthophotographies,297225.01,5056013.88,45.6439787969703,-73.5971765318649
270,Rivière-des-Prairies–Pointe-aux-Trembles,Armand-Bombardier,,ave Charles-Renard/ave Octave-Pelletier,,,orthophotographies,297309.95,5055651.44,45.6407184120555,-73.5960812971405
271,Rivière-des-Prairies–Pointe-aux-Trembles,Cécile-Bérubé,,ave Élie-Beauregard/rue Joseph De Montenon,,,orthophotographies,297143.71,5054944.64,45.6343566679258,-73.5982026870833
272,Rivière-des-Prairies–Pointe-aux-Trembles,Claudine-Vallerand,,27e ave/rue Pierre-Magnet,,,orthophotographies,298253.28,5054644.92,45.6316710700366,-73.5839668805398
273,Rivière-des-Prairies–Pointe-aux-Trembles,Conrad-Poirier,,boul Perras/ave Salomon-Marion,,,localisation approx.,297231.15,5055224.3,45.6368740652189,-73.5970854930095
274,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,rue La Valinière/ave René-Descartes,,,orthophotographies,297565.11,5054219.44,45.6278356800796,-73.5927868785874
275,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,boul Maurice-Duplessis/15e ave,,,orthophotographies,297506.39,5054233.17,45.6279586115232,-73.5935401623173
276,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,rue La Valinière/ave René-Descartes,,,localisation approx.,297554.91,5054207.24,45.6277257954617,-73.5929175112119
277,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,rue La Valinière/ave René-Descartes,,,localisation approx.,297563.49,5054164.45,45.6273408510092,-73.5928068383731
278,Rivière-des-Prairies–Pointe-aux-Trembles,Alexis-Carrel (Don Bosco),,boul Perras/ave Alfred-Nobel,,,orthophotographies,297888.96,5056066.52,45.6444593895548,-73.5886597395037
279,Rivière-des-Prairies–Pointe-aux-Trembles,du Moulin-du-Rapide,,rue de Clichy/58e ave,,,orthophotographies,299185.11,5057811.58,45.6601734597883,-73.5720519518042
280,Rivière-des-Prairies–Pointe-aux-Trembles,Edmondo-Chiodini,,4e rue/60e ave,,,orthophotographies,299711.48,5057336.56,45.6559032049528,-73.5652924509159
281,Rivière-des-Prairies–Pointe-aux-Trembles,Ernest-Rouleau,,boul Gouin Est/ave Ozias-Leduc,,,orthophotographies,295743.68,5054620.9,45.631426741294,-73.6161539886417
282,Rivière-des-Prairies–Pointe-aux-Trembles,Ferdinand-Biondi,,ave Auguste-Picard/ave Éli-Beauregard,,,orthophotographies,297376.08,5054454.98,45.6299531257986,-73.595214758102
283,Rivière-des-Prairies–Pointe-aux-Trembles,Gérard-Picard,,boul Rodolphe-Forget/ave Louis-Dessaules,,,orthophotographies,298898.67,5056333.32,45.6468694265539,-73.5757097072896
284,Rivière-des-Prairies–Pointe-aux-Trembles,Gerry-Roufs,,boul Gouin Est/ave Pierre-Baillargeon,,,orthophotographies,298030.1,5056778.13,45.6508639831311,-73.5868589931791
285,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Cardinal,,rue Jacques-Rousseau (tourne-bride),,,orthophotographies,296564.81,5055062.02,45.6354062534361,-73.6056298657726
286,Rivière-des-Prairies–Pointe-aux-Trembles,Pasquale-Gatusso,,Place Gilles-Trottier,,,orthophotographies,298879.52,5055142.91,45.6361577123321,-73.5759409148921
287,Rivière-des-Prairies–Pointe-aux-Trembles,Renée-Vautelet,,ave Pierre-Baillargeon/rue Albert-Chamberland,,,orthophotographies,298186.32,5056707.07,45.6502260782468,-73.5848537001502
288,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Blanchet,,ave Philippe-Panneton/ave André-Ampère,,,orthophotographies,296721.12,5054187.95,45.6275430221672,-73.6036104430682
289,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Dagenais-dis-Lépine,,boul Gouin Est/48e ave,,,orthophotographies,298473.28,5057234.47,45.6549743960093,-73.5811788549883
290,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Perrault,,boul Gouin Est/ave Rita-Levi-Montalcini,,,orthophotographies,297540.47,5056353.15,45.647034984532,-73.5931346852597
291,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Valérien,,boul Perras/87e ave,,,orthophotographies,301518.04,5058951.61,45.670446602873,-73.5421227985137
292,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Marthe,,rue Jacques-Rousseau/ave Jean-Jalbot,,,localisation approx.,297029.93,5055435.06,45.6387683040063,-73.5996698963546
293,Rivière-des-Prairies–Pointe-aux-Trembles,Samuel-Morse,,ave André-Dumas/ave André-Ampère,,,orthophotographies,298158.31,5055423.63,45.6386771653639,-73.5851955617989
294,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Coron (Urgel-Charbonneau),,rue René-Lévesque/36e ave,,,orthophotographies,304810.48,5057751.05,45.6596515204152,-73.4998655187484
295,Rivière-des-Prairies–Pointe-aux-Trembles,Gérard-Vaillancourt,,rue Ontario Est/47e ave,,,orthophotographies,304673.22,5058592.02,45.6672187053992,-73.5016270830346
296,Rivière-des-Prairies–Pointe-aux-Trembles,Rodrigue-Gilbert Sud,,rue Joseph-Dargent/rue Joseph-Janot,,,localisation approx.,304888.1,5056874.37,45.6517629828106,-73.4988696436189
297,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Lacroix (Jardins commun.),jardins communautaires,rue Parent/18e ave,,accès restreint,orthophotographies,305158.75,5056263.7,45.6462679653216,-73.4953975516274
298,Rivière-des-Prairies–Pointe-aux-Trembles,Richelieu (Jardins commun.),jardins communautaires,rue Forsyth/40e ave,,accès restreint,orthophotographies,304451.6,5058194.18,45.6636387962139,-73.5044710490445
299,Rivière-des-Prairies–Pointe-aux-Trembles,Maria-Goreti (Jardins commun.),jardins communautaires,Ter. Sainte-Maria-Goreti/94e ave,,accès restreint,orthophotographies,306171.31,5062008.15,45.6979561971675,-73.4823910915763
300,Rivière-des-Prairies–Pointe-aux-Trembles,Parc-école Notre-Dame,,rue Notre-Dame Est/57e ave,,,orthophotographies,305287.02,5059240.66,45.6730551163016,-73.4937489797824
301,Rivière-des-Prairies–Pointe-aux-Trembles,Beausoleil,,rue Beausoleil/rue Beaudoin,,,orthophotographies,305381.7,5060631.4,45.6855691322943,-73.4925320743857
302,Rivière-des-Prairies–Pointe-aux-Trembles,des Bouleaux,,rue des Bouleaux/rue Reeves,,,orthophotographies,304732.16,5056402.67,45.6475185349384,-73.5008703471647
303,Rivière-des-Prairies–Pointe-aux-Trembles,de la Rivière,,rue Pierre-Mercure/rue Napoléon-Brisebois,,,orthophotographies,305475.33,5062143.69,45.6991768303512,-73.4913279397997
304,Rivière-des-Prairies–Pointe-aux-Trembles,du Bout-de-L'île,,rue Bureau (tourne-bride),,,localisation approx.,306495.87,5062481.84,45.7022177972606,-73.4782217819081
305,Rivière-des-Prairies–Pointe-aux-Trembles,Clémentine-De la Rousselière,,rue Notre-Dame Est/boul De La Rousselière,,,orthophotographies,305267.71,5058703.18,45.6682187958388,-73.4939973453372
306,Rivière-des-Prairies–Pointe-aux-Trembles,du Colombier,,rue du Colombier,,,orthophotographies,305255.6,5056568.26,45.6490084007415,-73.4941547659083
307,Rivière-des-Prairies–Pointe-aux-Trembles,Daniel-Johnson,,boul du Tricentenaire/rue Joseph-Dargent,,,orthophotographies,304810.48,5056697.17,45.650168507952,-73.4998655414444
308,Rivière-des-Prairies–Pointe-aux-Trembles,des Épinettes,,rue des Épinettes/rue des Bois-Francs,,,orthophotographies,304223.09,5056575.66,45.6490748971834,-73.5074016198203
309,Rivière-des-Prairies–Pointe-aux-Trembles,François-La Bernarde,,place François-La Bernarde/rue Antoine-Chaudillon,,,orthophotographies,305571.23,5061326.17,45.6918205825659,-73.4900977653473
310,Rivière-des-Prairies–Pointe-aux-Trembles,François-Vaillancourt,,rue René-Lévesque/31e ave,,,localisation approx.,304740.65,5057334.61,45.6559043136076,-73.5007615391156
311,Rivière-des-Prairies–Pointe-aux-Trembles,de Montmartre,,rue De Montigny/60e ave,,,orthophotographies,304999.39,5059548.03,45.675821022807,-73.4974406547523
312,Rivière-des-Prairies–Pointe-aux-Trembles,Richelieu,,rue Forsyth/40e ave,,,orthophotographies,304414.25,5058182.5,45.663533677752,-73.5049503557438
313,Rivière-des-Prairies–Pointe-aux-Trembles,Rosaire-Prieur (Prince-Albert),,rue Prince-Albert/8e ave,,,orthophotographies,305397.83,5055439.65,45.6388528260918,-73.4923313762801
314,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Georges,,place Saint-Georges,,,orthophotographies,305404.06,5057166.65,45.6543927173063,-73.4922493185835
315,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Jean-Baptiste,,boul Saint-Jean-Baptiste/rue René-Lévesque,,,orthophotographies,304761.14,5055686.57,45.641074921293,-73.5004984937151
316,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,orthophotographies,300044.95,5057888.52,45.6608722053241,-73.5610189860566
317,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,orthophotographies,299910.65,5058024.55,45.6620952934889,-73.5627437515313
318,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,orthophotographies,299907.84,5058053.38,45.6623546910068,-73.562780101447
319,Rivière-des-Prairies–Pointe-aux-Trembles,Maria-Goretti,,rue Notre-Dame Est/85e ave,,,orthophotographies,305761.51,5061305.65,45.6916357030358,-73.4876546992836
320,Rivière-des-Prairies–Pointe-aux-Trembles,Yves-Thériault / Sherbrooke,,ave Yves-Thériault/rue Thérèse-Giroux,,,orthophotographies,304515.32,5059963,45.6795549569747,-73.503654360129
321,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,305184.31,5060501.17,45.684397441752,-73.4950662909077
322,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,305197.73,5060500.7,45.6843932050549,-73.4948940075222
323,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,305185.73,5060490.11,45.6842979214975,-73.4950480699597
324,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,305198.67,5060491.29,45.6843085319857,-73.4948819476775
325,Rivière-des-Prairies–Pointe-aux-Trembles,Victoria-Girard,,rue Forsyth/rue Jean-Leduc,,,localisation approx.,304233.62,5057189.24,45.6545960182082,-73.5072672364081
326,Rivière-des-Prairies–Pointe-aux-Trembles,Place du Village,,rue Notre-Dame Est/boul Saint-Jean-Baptiste,,,localisation approx.,305645.88,5055542.62,45.6397791143472,-73.4891493529637
327,Rivière-des-Prairies–Pointe-aux-Trembles,Rampe de mise à l'eau,,rue Notre-Dame Est/36e ave,,,orthophotographies,305552.02,5057685.59,45.6590620918888,-73.4903500448747
328,Rivière-des-Prairies–Pointe-aux-Trembles,Francesco-Lacurto,,rue Maude-Abbott/rue Charlotte-Tassé,,,orthophotographies,297291.98,5053906.55,45.6250173275932,-73.5962849236484
329,Rivière-des-Prairies–Pointe-aux-Trembles,Perh-Kalm,,ave Rolland-Germain/rue Marcel-Raymond,,,orthophotographies,300776.16,5058196.67,45.6636496191226,-73.5516383166077
330,Rivière-des-Prairies–Pointe-aux-Trembles,René-Masson,,boul Rodolphe-Forget/boul Perras,,,orthophotographies,298660.35,5056906.72,45.6520269216699,-73.5787744063546
331,Rivière-des-Prairies–Pointe-aux-Trembles,des Pins,,42e ave/rue Cherrier,,,orthophotographies,303503.27,5058519.67,45.6665664872244,-73.5166419220824
332,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Claire-Daveluy,,ave Jean-Yves-Bigras/ave Louis-Dessaules,,,orthophotographies,299446.45,5056654.1,45.6497603082497,-73.568685627373
333,Rosemont–La Petite-Patrie,Beaubien,,rue Beaubien Est/6e ave,,,localisation approx.,297758.91,5045994.13,45.5538240277343,-73.5901828013251
334,Rosemont–La Petite-Patrie,Beaubien,,rue Beaubien Est/6e ave,,,localisation approx.,297774.55,5045990.22,45.5537890021944,-73.5899824271494
335,Rosemont–La Petite-Patrie,Bélanger/Chateaubriand,,reu Bélanger/ave De Chateaubriand,,,orthophotographies,296178.21,5044268.7,45.5382802355238,-73.6103980942254
336,Rosemont–La Petite-Patrie,Carmela-Galardo-Frascarelli,,rue Drolet/rue Bélanger,,,orthophotographies,296030.3,5044053.19,45.5363391532123,-73.6122881509997
337,Rosemont–La Petite-Patrie,des Carrières,,rue des Carrières/rue Boyer,,,orthophotographies,297510.28,5043746.14,45.5335932596698,-73.5933337903976
338,Rosemont–La Petite-Patrie,de la Cité-Jardin,,boul Rosemont/ave des Épinettes,,,localisation approx.,299971.7,5047937.37,45.571328802495,-73.5618604308963
339,Rosemont–La Petite-Patrie,Dante,,rue Dante/ave De Gaspé,,,orthophotographies,296064.58,5043832.45,45.534353285395,-73.6118452895708
340,Rosemont–La Petite-Patrie,De Gaspé,,ave De Gaspé/rue Saint-Zotique Est,,,orthophotographies,296268.16,5043694.32,45.5331128635227,-73.6092363202975
341,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,orthophotographies,298533.93,5046741.81,45.5605593085642,-73.5802658762942
342,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,orthophotographies,298574.73,5046727.85,45.5604340578906,-73.579743067258
343,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,298536.78,5046645.61,45.5596936947573,-73.580228136977
344,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,298585.63,5046628,45.5595356718738,-73.5796021742768
345,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,298518.73,5046611.28,45.5593846194073,-73.580458905653
346,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,298569.78,5046587.96,45.5591752369886,-73.5798046925694
347,Rosemont–La Petite-Patrie,Guglielmo-Marconi (Jean-Talon/Saint-Laurent),,boul Saint-Laurent/rue Jean-Talon Est,,,orthophotographies,295607.38,5043882.07,45.5347939026664,-73.6177000391677
348,Rosemont–La Petite-Patrie,Guido-Nincheri,,rue Sherbrooke Est/boul Pie-IX,,,localisation approx.,300503.29,5046033.34,45.5541991942266,-73.5550329452936
349,Rosemont–La Petite-Patrie,Place Hector-Prud'homme,,rue Saint-Hubert/rue de Bellechasse,,,orthophotographies,297015.6,5043883.2,45.534821225472,-73.5996695855457
